image_name,ADI,BACK,DEB,LYM,MUC,NORM,STR,TUM
NCT-CRC-HE-100K/MUC/MUC-AYTEREKP.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/STR/STR-MRSGYQEG.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/BACK/BACK-DTQDQPNW.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-GIWPCYGW.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-FMQPGKIQ.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-GPYMVVEC.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/BACK/BACK-MNQSKELT.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-DNCNEVLC.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-WHSFEPLH.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-WEVLTSGS.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/DEB/DEB-CRSGILSE.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/TUM/TUM-GQPEHNKL.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/NORM/NORM-RNAEPGHM.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/TUM/TUM-WGCHEAQP.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/STR/STR-QPAMNFFQ.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/MUC/MUC-SHQPPHHF.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/LYM/LYM-NLHSRWFY.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-REGRMVHV.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-AAVMVKKI.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-EAQFFCPQ.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-CYKNEGKF.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-FLCCEMKI.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-CDCSAKSY.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/ADI/ADI-CWCTWLIW.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-FHLRTSMN.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-IEVITASN.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-PDKAKTWK.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-PWFPRGRS.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-NSAVYKRC.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/DEB/DEB-RNAEGQGE.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-ENFPNFAN.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-KGLCMRWA.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-QGGIPWLY.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-YHNGNEWH.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/STR/STR-RTQTGWEI.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/LYM/LYM-SQGLWQKT.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-RMKRTPTK.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-CDMAAHEE.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-GQVMDEQQ.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/LYM/LYM-MNVEELKD.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/STR/STR-RSGDLCMW.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/ADI/ADI-MLQENRKV.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-CHPWNCQF.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-NAISILPF.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/STR/STR-FQMEQNDD.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/ADI/ADI-FNYHGDII.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-WHYIEPSR.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/LYM/LYM-FMDERWNN.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-CDNKLPDN.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-CLHGCYCN.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/MUC/MUC-IISQCSQV.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/ADI/ADI-KCHMTMAM.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-AIPVNMRR.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-AAHKLDDI.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-DQLKAEVD.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-QGKKTYHG.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-LDKNWRDC.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-PDQERMCI.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-YMVTCSYS.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/ADI/ADI-IIHWWGKT.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-GWFTDACM.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-WPAYFHKD.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/MUC/MUC-IEQWMARA.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/TUM/TUM-FVIWTWWW.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/NORM/NORM-QILNQMQK.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/TUM/TUM-LTQTKMDD.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/MUC/MUC-RLPRVMMM.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/NORM/NORM-HQIRIEGM.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-GIHVHKRC.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-HCIFCRKY.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-QHWEAQMD.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/TUM/TUM-NSFLPNFT.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/NORM/NORM-KWPCDNVS.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/MUC/MUC-AVVFEWVI.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/TUM/TUM-SAQGTHDQ.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/TUM/TUM-PSDEYENI.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/STR/STR-ILFEELKG.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/BACK/BACK-GFNWWVLF.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-FRGYYQMW.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-EMFCHTCD.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-EWHKGYPP.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/MUC/MUC-SYEARRYK.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/MUC/MUC-WHQLRLKS.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/ADI/ADI-NHVLLEKE.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-EENWCWSA.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-STQNKGNP.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-VHWMWYFY.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-NNCNLVFA.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-SACVRMSP.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-WRQNQRDD.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/TUM/TUM-GNYGNMLP.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/NORM/NORM-SIENDPWE.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/BACK/BACK-NAIIMLWA.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-YRGVETSM.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/NORM/NORM-NRRHSSVM.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/BACK/BACK-LMKPIKDS.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-IQHPHDWK.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/TUM/TUM-CLSQCQSI.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/NORM/NORM-NLHSTYRK.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/ADI/ADI-NEWFCAQP.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-ADTVWQKQ.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-SLYVVFTQ.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/NORM/NORM-EGNMYSNA.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-AACRTEAC.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-NKWTRLVS.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-EKFSTMKQ.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/LYM/LYM-QLELKGTD.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/TUM/TUM-IYKNKHTT.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/STR/STR-PDVWYGTH.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/STR/STR-MCDVPQRL.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/BACK/BACK-GSFEETSE.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-CFYAQMDY.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-EISWHPYG.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/STR/STR-RVRKDNSG.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-SRGHISHG.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/MUC/MUC-ISMDILRD.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/ADI/ADI-IETSFGKW.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-QALMFQDN.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-HTRPIDKV.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/STR/STR-IFQFGSVH.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/ADI/ADI-EFNEVGWK.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-NNPQSWMS.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-PDWVAPGE.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/DEB/DEB-WDESHKQM.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-FQKPFEWW.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-KPYQWHVM.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-MQQASQHV.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/STR/STR-CPAKWVVS.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/NORM/NORM-YANDAYPK.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/DEB/DEB-HYEEVINS.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-WLGSTPRF.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/NORM/NORM-LHSYVSYM.tif,0,0,0,0,0,1,0,0
NCT-CRC-HE-100K/ADI/ADI-QDPATHTV.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-RVYQVGKD.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-EKPYSYHY.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-PYPEKLRV.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-NNTNSDRF.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/BACK/BACK-KWCDYYRA.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-EEDGPCCW.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-GSFLGFPP.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/LYM/LYM-MWPVYRSR.tif,0,0,0,1,0,0,0,0
NCT-CRC-HE-100K/BACK/BACK-ENFIRCSW.tif,0,1,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-TPHQPRLD.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-KHSMDQWH.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/MUC/MUC-CCSFFDAI.tif,0,0,0,0,1,0,0,0
NCT-CRC-HE-100K/ADI/ADI-EWDELLSR.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/TUM/TUM-AWVWETGS.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/ADI/ADI-FAMSQCPW.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-PAHECFEF.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/TUM/TUM-FGDFNQNK.tif,0,0,0,0,0,0,0,1
NCT-CRC-HE-100K/ADI/ADI-GVNIKKGW.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-VSMLNGKL.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/ADI/ADI-DFQMCISM.tif,1,0,0,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-LVHPNSII.tif,0,0,0,0,0,0,1,0
NCT-CRC-HE-100K/DEB/DEB-VQRHWRWN.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/DEB/DEB-RNMVDNER.tif,0,0,1,0,0,0,0,0
NCT-CRC-HE-100K/STR/STR-YQIAFWMI.tif,0,0,0,0,0,0,1,0
