image_name,ascus,asch,lsil,hsil,scc,agc,trichomonas,candida,flora,herps,actinomyces
ComparisonDetectorDataset/train/05446.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/07068.bmp,0,0,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/06927.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06851.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/04337.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/06757.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/02417.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/06051.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02454.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02241.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/test/06800.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06077.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06620.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01267.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04922.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06897.bmp,0,1,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04017.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04078.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01242.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04353.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00516.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01877.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04844.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01743.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/test/01254.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07015.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04309.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/00352.bmp,1,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04861.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07348.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/01738.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/train/03281.bmp,1,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03669.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03041.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06396.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06168.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00675.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05403.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/02202.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00869.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07274.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/01949.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/04933.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06997.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/02460.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03064.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/04590.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02254.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/train/01918.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04236.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01023.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00078.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/02725.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/04052.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05148.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00362.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06264.bmp,0,1,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03423.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04225.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03522.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03847.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/06383.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05201.bmp,0,1,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/05627.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/04149.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03157.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07290.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/03489.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/05884.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/01172.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04448.bmp,1,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05173.bmp,0,0,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/06940.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02329.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06842.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03739.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03999.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03182.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00094.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02316.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/02729.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04068.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01837.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02896.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/test/06239.bmp,0,1,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/07187.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03104.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/05454.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00796.bmp,0,0,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/00633.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/02310.bmp,0,0,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/05001.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05805.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/06962.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02251.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/train/06401.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03030.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00081.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04211.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06733.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/04466.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02348.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02624.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03751.bmp,0,1,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04015.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05737.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00870.bmp,1,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07002.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/02404.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04306.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/07161.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00855.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06070.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03727.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/04792.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/04538.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/06353.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04273.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00111.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/06985.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00815.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00879.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/05258.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/07448.bmp,0,0,0,0,0,0,0,0,0,0,1
ComparisonDetectorDataset/train/07319.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00646.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/02856.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01452.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03575.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/train/01256.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06586.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05165.bmp,0,1,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/01235.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/02570.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/01498.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07454.bmp,0,0,0,0,0,0,0,0,0,0,1
ComparisonDetectorDataset/train/03643.bmp,0,0,0,0,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/06731.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/06739.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/03361.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07176.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05246.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/04162.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01627.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/train/06469.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04837.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02020.bmp,0,0,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05707.bmp,0,1,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03014.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/03271.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07199.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/02104.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03258.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03964.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01822.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00556.bmp,0,0,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03717.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/01003.bmp,0,0,0,0,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/06191.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/06156.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01770.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00422.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06155.bmp,0,0,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04374.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00106.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/05728.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/05673.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04357.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06657.bmp,1,1,0,0,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/03916.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04587.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03827.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00958.bmp,0,0,0,0,0,0,0,1,0,0,0
ComparisonDetectorDataset/train/04192.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01274.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04891.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06167.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/02216.bmp,0,0,0,0,0,0,0,0,0,1,0
ComparisonDetectorDataset/test/05616.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/test/00327.bmp,1,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04114.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/04175.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05300.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/03252.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02003.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02776.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00873.bmp,0,1,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/05335.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/03327.bmp,0,1,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02532.bmp,1,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04883.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05891.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/test/00759.bmp,0,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00322.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02425.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02372.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/06573.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/07024.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01000.bmp,0,0,0,0,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/03708.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07233.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/00335.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01919.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03289.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/07216.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05098.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04491.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/01208.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00888.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/02155.bmp,1,0,1,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03276.bmp,0,1,1,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/03563.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/03733.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/05926.bmp,0,0,0,0,0,1,0,0,0,0,0
ComparisonDetectorDataset/train/01512.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/07122.bmp,0,0,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/02947.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05437.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/01926.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/03307.bmp,1,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/04840.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02611.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/test/01168.bmp,0,0,0,0,0,0,0,0,1,1,0
ComparisonDetectorDataset/train/01075.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/01037.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/02451.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05429.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/04410.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/00432.bmp,0,1,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02877.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/02734.bmp,1,0,0,0,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05390.bmp,0,0,0,1,0,0,0,0,0,0,0
ComparisonDetectorDataset/train/05625.bmp,0,0,0,0,0,0,1,0,0,0,0
ComparisonDetectorDataset/train/02295.bmp,0,0,0,1,1,0,0,0,0,0,0
ComparisonDetectorDataset/train/00208.bmp,0,0,0,0,0,0,1,0,0,0,0
